date,walking_speed_avg,walking_speed_min,walking_speed_max,count
2025-08-01,4.5,2.916,5.292,27
2025-08-02,4.4496,2.88,6.804,60
2025-08-03,4.397454545454546,3.06,5.472,33
2025-08-04,4.557103448275862,3.24,6.12,29
2025-08-05,4.477395348837209,3.384,5.868,43
2025-08-06,4.359927272727273,2.088,6.012,55
2025-08-07,4.246758620689655,2.376,5.94,29
2025-08-08,4.1868,3.06,5.76,60
2025-08-09,3.778105263157895,2.88,4.608,19
2025-08-10,4.138875,2.556,5.256,32
2025-08-11,4.256727272727273,3.744,5.256,33
2025-08-12,4.466482758620689,2.988,5.832,29
2025-08-13,4.424727272727273,2.88,6.516,44
2025-08-14,4.2192,2.484,5.76,45
2025-08-15,3.9402,3.168,4.932,20
2025-08-16,3.7243636363636363,1.872,5.688,33
2025-08-17,4.027764705882353,2.628,6.048,51
2025-08-18,4.5925714285714285,2.88,5.94,42
2025-08-19,4.564285714285714,2.88,6.084,42
2025-08-20,4.811510204081633,3.42,6.228,49
2025-08-21,4.144695652173914,2.34,6.084,46
2025-08-22,4.6450588235294115,3.348,6.804,34
2025-08-23,3.7075764705882355,2.088,6.228,85
2025-08-24,4.3062000000000005,2.808,7.056,60
2025-08-25,3.9430588235294115,1.584,6.228,17
2025-08-26,4.1832,2.196,5.868,40
2025-08-27,4.5558,3.096,5.832,40
2025-08-28,3.9516923076923076,3.024,5.4,52
2025-08-29,4.320610169491525,2.376,5.976,59
2025-08-30,4.1496,3.168,5.328,15
2025-08-31,4.064651162790698,2.196,5.472,43
2025-09-01,4.48416,2.268,5.868,25
2025-09-02,4.285263157894737,2.052,6.264,57
2025-09-03,4.5639,3.168,6.192,40
2025-09-04,4.2468387096774185,1.296,5.868,31
2025-09-05,4.417811320754717,1.692,6.66,53
2025-09-06,4.164444444444444,2.736,5.364,81
2025-09-07,4.10544,2.952,5.328,25
2025-09-08,4.3488,1.836,5.832,25
2025-09-09,4.552941176470589,1.296,6.084,34
2025-09-10,4.563529411764706,3.456,6.12,34
2025-09-11,4.383,2.484,6.588,36
2025-09-12,4.346666666666667,1.656,6.048,54
2025-09-13,4.332272727272727,2.592,6.12,44
2025-09-14,4.037333333333333,2.736,5.724,27
2025-09-15,4.113551020408163,1.656,5.868,49
2025-09-16,4.308,1.584,6.516,63
2025-09-17,4.075058823529412,1.836,5.688,51
2025-09-18,4.5567692307692305,2.448,5.76,52
2025-09-19,3.9983225806451617,1.8,6.804,62
2025-09-20,4.100914285714286,2.232,6.984,35
2025-09-21,4.037,2.124,5.544,36
2025-09-22,4.380545454545454,3.204,5.436,44
2025-09-23,4.671771428571429,3.636,5.868,35
2025-09-24,4.670999999999999,4.176,5.22,4
2025-09-25,4.152413793103448,1.62,6.012,58
2025-09-26,3.927375,2.52,6.156,64
2025-09-27,4.0344,1.512,5.076,15
2025-09-28,3.9358421052631583,2.484,6.984,76
2025-09-29,4.059574468085106,1.728,5.04,47
2025-09-30,4.386461538461538,2.16,5.652,52
2025-10-01,4.3032,3.024,5.724,15
2025-10-02,2.7359999999999998,2.376,3.24,4
2025-10-03,3.813381818181818,2.916,5.256,55
2025-10-04,3.882857142857143,2.88,5.004,7
2025-10-05,4.602857142857142,3.096,5.472,7
2025-10-06,3.737,2.844,4.428,36
2025-10-07,4.092164383561644,2.052,5.292,73
2025-10-08,3.969310344827586,2.988,5.976,58
2025-10-09,4.27425,2.88,7.812,48
2025-10-10,4.136651162790698,1.764,6.66,43
2025-10-11,3.776,1.62,5.94,54
2025-10-12,3.848275862068965,1.656,5.868,29
2025-10-13,4.070454545454545,3.096,5.184,44
2025-10-14,3.9644210526315793,1.656,5.58,57
2025-10-15,4.089295774647887,2.232,5.58,71
2025-10-16,4.5203225806451615,2.448,6.084,62
2025-10-17,3.961846153846154,2.34,5.616,39
2025-10-18,4.074545454545455,2.52,5.508,33
2025-10-19,4.132000000000001,2.844,6.192,36
2025-10-20,4.4718,2.016,6.012,60
2025-10-21,4.228000000000001,2.664,5.724,54
2025-10-22,4.475454545454546,2.376,6.624,66
2025-10-23,4.477263157894737,2.556,5.94,57
2025-10-24,4.310117647058823,2.556,6.48,51
2025-10-25,4.094709677419355,1.908,5.652,62
2025-10-26,3.9406153846153846,2.7,5.112,26
2025-10-27,4.2912,3.024,6.156,45
2025-10-28,4.111753846153846,2.052,5.796,65
2025-10-29,4.143,1.296,5.904,60
2025-10-30,4.479839999999999,3.384,5.94,25
2025-10-31,4.1256,2.7,5.94,40
2025-11-01,4.188827586206896,2.952,6.336,87
2025-11-02,4.2208421052631575,3.024,7.056,57
2025-11-03,3.8126666666666664,2.448,5.364,54
2025-11-04,4.543764705882353,3.456,6.12,51
2025-11-05,4.019815384615384,2.016,6.012,65
2025-11-06,3.9578823529411764,1.62,7.056,51
2025-11-07,3.9545217391304344,1.512,5.652,46
2025-11-08,5.105932584269663,2.196,6.84,89
2025-11-09,3.5055,1.368,4.968,24
2025-11-10,4.173882352941177,2.232,6.804,34
2025-11-11,4.01328,1.872,6.48,50
2025-11-12,4.015018867924528,3.024,5.292,53
2025-11-13,4.140000000000001,1.872,6.12,45
2025-11-14,4.18,1.62,5.292,27
2025-11-15,4.09536,2.52,5.184,25
2025-11-16,3.6406451612903226,1.908,4.536,31
2025-11-17,3.8577600000000003,1.584,5.184,50
2025-11-18,3.9460408163265304,2.952,4.968,49
2025-11-19,4.065333333333333,2.268,5.256,54
2025-11-20,3.9753333333333334,2.484,5.436,54
2025-11-21,3.8981886792452833,2.556,5.616,53
2025-11-22,3.9528000000000003,2.592,4.932,35
2025-11-23,4.164786885245902,3.024,5.904,61
2025-11-24,4.501636363636364,2.484,6.156,44
2025-11-25,3.96,2.484,5.976,64
2025-11-26,4.107483870967742,2.412,5.976,62
2025-11-27,4.3492500000000005,2.412,5.688,48
2025-11-28,4.717220338983051,3.24,6.552,59
2025-11-29,3.8546666666666667,2.412,6.336,81
2025-11-30,3.7651764705882353,2.88,5.544,51
2025-12-01,4.093627118644068,1.656,5.976,59
2025-12-02,4.263622641509434,1.98,5.508,53
2025-12-03,4.113428571428572,2.988,5.508,42
2025-12-04,4.157142857142857,2.304,5.508,63
2025-12-05,3.9682285714285714,2.052,5.256,35
2025-12-06,4.337217391304348,3.06,5.76,23
2025-12-07,3.7474285714285713,1.548,4.572,21
2025-12-08,4.336137931034483,3.24,5.724,29
2025-12-09,3.635513513513514,1.368,5.472,74
2025-12-10,3.8280000000000003,2.628,5.292,51
2025-12-11,4.1345,2.592,6.156,72
2025-12-12,4.216153846153846,2.448,5.976,78
2025-12-13,4.430400000000001,2.736,5.58,30
2025-12-14,3.813365853658537,2.736,4.896,41
2025-12-15,4.430086956521739,1.008,5.976,69
2025-12-16,4.125446808510638,2.556,5.076,47
2025-12-17,4.102641509433962,2.268,5.076,53
2025-12-18,4.2101999999999995,3.024,5.652,20
