date,double_support_pct_avg,double_support_pct_min,double_support_pct_max,count
2025-07-07,0.2897368421052631,0.25,0.314,38
2025-07-08,0.28825,0.251,0.317,52
2025-07-09,0.28930555555555554,0.264,0.313,36
2025-07-10,0.29020833333333335,0.267,0.311,24
2025-07-11,0.28471874999999996,0.239,0.308,32
2025-07-12,0.28414,0.239,0.338,50
2025-07-13,0.27535,0.234,0.3,40
2025-07-14,0.28659183673469385,0.248,0.311,49
2025-07-15,0.2904137931034483,0.271,0.31,29
2025-07-16,0.286,0.242,0.321,30
2025-07-17,0.28293023255813954,0.239,0.301,43
2025-07-18,0.28409375,0.258,0.304,32
2025-07-19,0.289,0.253,0.321,27
2025-07-20,0.2927857142857143,0.26,0.31,14
2025-07-21,0.29470454545454544,0.254,0.322,44
2025-07-22,0.29169999999999996,0.263,0.322,40
2025-07-23,0.2767777777777778,0.249,0.307,36
2025-07-24,0.28706896551724137,0.252,0.321,58
2025-07-25,0.28737142857142856,0.245,0.316,35
2025-07-26,0.2802131147540984,0.242,0.335,61
2025-07-27,0.29743749999999997,0.278,0.313,16
2025-07-28,0.28185714285714286,0.255,0.303,35
2025-07-29,0.2822857142857143,0.256,0.308,35
2025-07-30,0.28520833333333334,0.254,0.313,48
2025-07-31,0.29107142857142854,0.233,0.313,42
2025-08-01,0.2793333333333334,0.264,0.306,24
2025-08-02,0.28433928571428574,0.224,0.318,56
2025-08-03,0.2858064516129032,0.264,0.312,31
2025-08-04,0.28275,0.251,0.313,28
2025-08-05,0.285225,0.254,0.312,40
2025-08-06,0.28728,0.241,0.319,50
2025-08-07,0.28284,0.257,0.314,25
2025-08-08,0.28761403508771927,0.251,0.325,57
2025-08-09,0.2955333333333333,0.28,0.317,15
2025-08-10,0.28879310344827586,0.258,0.312,29
2025-08-11,0.2874242424242424,0.267,0.303,33
2025-08-12,0.28493103448275864,0.254,0.318,29
2025-08-13,0.28552272727272726,0.241,0.322,44
2025-08-14,0.28735135135135137,0.261,0.312,37
2025-08-15,0.2961111111111111,0.273,0.322,18
2025-08-16,0.2963103448275862,0.261,0.324,29
2025-08-17,0.2894,0.248,0.324,45
2025-08-18,0.27994871794871795,0.254,0.309,39
2025-08-19,0.28117948717948715,0.243,0.309,39
2025-08-20,0.2766808510638298,0.238,0.307,47
2025-08-21,0.2905,0.242,0.315,40
2025-08-22,0.2798333333333333,0.233,0.314,30
2025-08-23,0.29934328358208956,0.254,0.334,67
2025-08-24,0.2867222222222222,0.24,0.327,54
2025-08-25,0.28446153846153843,0.247,0.301,13
2025-08-26,0.29205263157894734,0.257,0.337,38
2025-08-27,0.2833684210526316,0.252,0.317,38
2025-08-28,0.2951063829787234,0.254,0.314,47
2025-08-29,0.2850185185185185,0.234,0.325,54
2025-08-30,0.29113333333333336,0.259,0.307,15
2025-08-31,0.2934523809523809,0.248,0.325,42
2025-09-01,0.28304347826086956,0.257,0.318,23
2025-09-02,0.2883921568627451,0.252,0.323,51
2025-09-03,0.284025,0.246,0.315,40
2025-09-04,0.2840357142857143,0.245,0.302,28
2025-09-05,0.28481249999999997,0.251,0.318,48
2025-09-06,0.2916315789473684,0.264,0.322,76
2025-09-07,0.29095652173913045,0.259,0.314,23
2025-09-08,0.28795652173913044,0.261,0.31,23
2025-09-09,0.2812903225806452,0.25,0.306,31
2025-09-10,0.28396875,0.253,0.302,32
2025-09-11,0.2836875,0.24,0.327,32
2025-09-12,0.28428000000000003,0.254,0.311,50
2025-09-13,0.2878205128205128,0.247,0.325,39
2025-09-14,0.29248,0.262,0.325,25
2025-09-15,0.28907317073170735,0.26,0.325,41
2025-09-16,0.28467241379310343,0.248,0.316,58
2025-09-17,0.29046808510638294,0.244,0.317,47
2025-09-18,0.2818823529411765,0.257,0.32,51
2025-09-19,0.29230188679245284,0.244,0.325,53
2025-09-20,0.2926764705882353,0.238,0.339,34
2025-09-21,0.2930857142857143,0.268,0.313,35
2025-09-22,0.28827906976744183,0.263,0.312,43
2025-09-23,0.28044117647058825,0.255,0.307,34
2025-09-24,0.2816666666666667,0.274,0.287,3
2025-09-25,0.2864285714285714,0.246,0.323,49
2025-09-26,0.29751724137931035,0.251,0.336,58
2025-09-27,0.29450000000000004,0.28,0.313,14
2025-09-28,0.29774647887323946,0.239,0.326,71
2025-09-29,0.2928809523809524,0.259,0.309,42
2025-09-30,0.28528260869565214,0.254,0.319,46
2025-10-01,0.2879333333333333,0.244,0.318,15
2025-10-02,0.297,0.297,0.297,1
2025-10-03,0.2997659574468085,0.256,0.324,47
2025-10-04,0.302,0.282,0.322,6
2025-10-05,0.28250000000000003,0.269,0.328,6
2025-10-06,0.3042424242424242,0.29,0.317,33
2025-10-07,0.29519117647058823,0.265,0.331,68
2025-10-08,0.2984807692307692,0.26,0.323,52
2025-10-09,0.2906046511627907,0.233,0.321,43
2025-10-10,0.2919,0.245,0.31,40
2025-10-11,0.2996122448979592,0.254,0.32,49
2025-10-12,0.2878095238095238,0.258,0.309,21
2025-10-13,0.2967073170731707,0.275,0.326,41
2025-10-14,0.2944489795918367,0.263,0.325,49
2025-10-15,0.294828125,0.261,0.319,64
2025-10-16,0.2820677966101695,0.242,0.325,59
2025-10-17,0.2971212121212121,0.265,0.33,33
2025-10-18,0.29346666666666665,0.264,0.33,30
2025-10-19,0.2924242424242424,0.258,0.314,33
2025-10-20,0.28524561403508775,0.257,0.318,57
2025-10-21,0.29258333333333336,0.265,0.337,48
2025-10-22,0.28914285714285715,0.242,0.328,63
2025-10-23,0.2856346153846154,0.253,0.323,52
2025-10-24,0.2904583333333333,0.251,0.328,48
2025-10-25,0.2908392857142857,0.262,0.329,56
2025-10-26,0.2985454545454545,0.268,0.322,22
2025-10-27,0.2903409090909091,0.247,0.322,44
2025-10-28,0.29196363636363637,0.234,0.323,55
2025-10-29,0.2895510204081632,0.26,0.315,49
2025-10-30,0.28641666666666665,0.262,0.316,24
2025-10-31,0.29580555555555554,0.263,0.314,36
2025-11-01,0.2917341772151899,0.226,0.329,79
2025-11-02,0.292,0.23,0.317,53
2025-11-03,0.3014705882352941,0.269,0.322,51
2025-11-04,0.28554166666666664,0.252,0.309,48
2025-11-05,0.29414285714285715,0.244,0.327,56
2025-11-06,0.2958,0.232,0.322,45
2025-11-07,0.29733333333333334,0.269,0.332,39
2025-11-08,0.2731190476190476,0.24,0.315,84
2025-11-09,0.2988235294117647,0.275,0.313,17
2025-11-10,0.2923,0.237,0.316,30
2025-11-11,0.2962142857142857,0.247,0.326,42
2025-11-12,0.2980769230769231,0.273,0.322,52
2025-11-13,0.2885135135135135,0.245,0.326,37
2025-11-14,0.29375,0.26,0.322,24
2025-11-15,0.29194444444444445,0.268,0.336,18
2025-11-16,0.3008214285714286,0.28,0.32,28
2025-11-17,0.29968085106382975,0.274,0.325,47
2025-11-18,0.30104651162790697,0.26,0.34,43
2025-11-19,0.2964313725490196,0.258,0.32,51
2025-11-20,0.29441666666666666,0.249,0.334,48
2025-11-21,0.2918048780487805,0.267,0.325,41
2025-11-22,0.2974242424242424,0.276,0.332,33
2025-11-23,0.2899298245614035,0.257,0.316,57
2025-11-24,0.28328571428571425,0.241,0.327,42
2025-11-25,0.2903617021276596,0.253,0.327,47
2025-11-26,0.29457894736842105,0.252,0.334,57
2025-11-27,0.2867857142857143,0.252,0.316,42
2025-11-28,0.2811698113207547,0.236,0.323,53
2025-11-29,0.30474324324324326,0.246,0.337,74
2025-11-30,0.3071702127659574,0.27,0.33,47
2025-12-01,0.2945185185185185,0.256,0.332,54
2025-12-02,0.29016666666666663,0.253,0.32,48
2025-12-03,0.297025,0.258,0.322,40
2025-12-04,0.29419672131147545,0.263,0.339,61
2025-12-05,0.2965806451612903,0.268,0.333,31
2025-12-06,0.2857142857142857,0.247,0.314,21
2025-12-07,0.2964,0.277,0.315,15
2025-12-08,0.28828571428571426,0.257,0.311,28
2025-12-09,0.2959818181818182,0.259,0.349,55
2025-12-10,0.3006279069767442,0.258,0.34,43
2025-12-11,0.29058730158730156,0.249,0.332,63
2025-12-12,0.28941176470588237,0.249,0.328,68
2025-12-13,0.28917241379310343,0.264,0.32,29
2025-12-14,0.3074736842105263,0.279,0.325,38
2025-12-15,0.28366129032258064,0.246,0.325,62
2025-12-16,0.2924285714285714,0.277,0.319,42
2025-12-17,0.29072916666666665,0.256,0.319,48
2025-12-18,0.2874705882352941,0.259,0.312,17
